,idf_weight,fakeness_score
that,0.4789717226520857,0.1864908418218556
for,0.44002549745938685,0.06445883560875143
are,0.35750385882234115,-0.061604875552154326
on,0.4197364611457362,0.021001993509462746
it,0.5945333728394759,-0.028661717102485107
as,0.5862318742158201,-0.010111820081313727
thi,0.4363058316598423,-0.21256536517870483
with,0.564894696889833,0.06657679259260352
by,0.5426259363157886,-0.12110215764032128
you,0.9102589596424362,-0.053502856764690465
have,0.638999962489499,0.027019076061738367
wa,0.8218445615822095,0.11629701465386022
from,0.6154086639584306,0.0033849436076653916
not,0.7080171932266738,0.1754614242359691
at,0.6021736632252962,0.05794140218738364
will,0.861281848843356,-0.16450891647980237
they,0.832823126632892,-0.005444462705666897
or,0.7843418407448722,-0.15171017776772266
we,0.936442420085008,0.28547766940085806
ha,0.7080171932266738,0.08050945872677606
i,1.1544844712347422,0.2698656975853384
an,0.693107181359924,0.008366397288202654
their,0.8622287737756245,0.1139858017510087
but,0.8024710956746948,-0.009260350737111511
he,1.0746418880295303,0.42206759884345435
all,0.8551485969319175,-0.07469245048160256
us,0.9765185574246418,-0.062365630856908605
hi,1.0929682462830248,0.27119980965946366
more,0.776485312183279,-0.1980450315037512
trump,0.3800605538864381,-0.6371299090291962
blockchain,0.4394045915377285,-1.0
your,0.8177584758099091,-0.19341454300265204
who,0.9430968262946621,0.3181846766593932
about,0.8727045612112339,0.05761960962562518
one,0.9008603942187975,0.0019238494377533666
which,0.9359323721294438,-0.10209638286970224
can,0.9979889758586605,-0.08679393008338998
would,1.1079961799784508,-0.049869980313595685
if,1.0132973498163054,-0.14961894767879091
peopl,1.1116367397908629,0.09701466750350862
what,0.9834460070615632,0.10714911870236388
were,1.081696176291797,0.047698562051974314
been,0.9446387673896433,-0.01219464223605049
our,1.2005785712579204,0.32566860381117557
out,0.8930137549696617,-0.054860609622469414
so,1.107390706479692,0.049256493433599724
when,1.064152892616539,0.1587602470709939
up,1.0537727751954178,-0.14744783005016315
bitcoin,0.4387840709010202,-1.0
there,1.135006599861213,0.12805175451846407
no,1.0983523224622522,-0.025896368550614723
also,1.047482007566503,0.01104258113206913
new,1.139996941450841,0.053160197634534834
had,1.3114837787117153,0.15964925507250483
than,1.133762895951133,-0.09554330777710762
other,1.0947597193526197,-0.12635125830148053
into,1.1343845545562585,-0.3392680421093689
just,1.1001534756869389,-0.06818836306842158
do,1.2059080089604466,0.2541731712616919
stock,0.438473954915157,-1.0
these,1.213955802379338,-0.039484629764126145
some,1.1412484277539738,-0.14192650687126396
time,1.1481597395067233,-0.14473890575162163
like,1.1906617902662637,0.01573707022884041
said,1.3378090053045675,0.6503897655352011
two,0.8024710956746948,-0.44277049745937647
them,1.3077789730515252,0.07540010033152922
my,1.4455349411641638,0.16280648347974513
onli,1.1756445323390783,-0.01436385890023295
over,1.1614881927197809,-0.11709114586004854
search,0.4390942830886425,-1.0
exceed,0.438473954915157,-1.0
how,1.2371160229191902,-0.022296209102126707
now,1.1841048196884698,-0.18263627060180543
becaus,1.2573032600375869,0.046351368954968386
first,1.0858342763088944,-0.10292279791546022
could,1.314457537501208,-0.13839869845382446
after,1.2793431113507125,0.1005904300799012
